3001,销售代表,Sales Representative / Executive
1333,消毒员,Disinfector
1332,防疫员,Epidemic prevention officer
1305,护士/护理人员,Nurse/Medical Assistant
1324,护理主任/护士长,Nursing Officer
4105,临床研究员,Clinical Researcher
4106,临床协调员,Clinical Coordinator
4123,临床数据分析员,Clinical Data Analyst
4127,临床监查员,Clinical Research Associate
5102,店员/营业员,Store Manager Trainee/Salesperson
5101,门店经理/店长,Store Manager
5105,促销员/导购员,Promotion Specialist
5117,促销主管/督导/巡店,Supervisor/Shop Visit
5114,品牌/连锁招商管理,Brand/Chain Business Recruitment
5119,收银员,Cashier
5116,珠宝销售顾问,Jewelry Sales Consultant
5115,奢侈品业务,Luxury Business
5130,商品管理,Commodity Management
5112,品类管理,Category Management
5121,理货员,Tally Clerk
5106,兼职店员,Part-time Salesperson
5122,店长助理,Assistant Manager
5104,陈列员,Display
5110,生鲜食品加工/处理,Raw Food Assistant
5124,陈列管理,Display Management
5123,导购管理,Shopping Guide Management
5113,安防主管,Security Technical Service Executive
5108,防损员/内保,Loss Prevention
5120,收货员,Receiving Clerk
5103,收银主管,Cashier Supervisor
5111,熟食加工,Cooked Food Assistant
1831,货运司机,Freight Driver
1810,商务司机,Business Drivers
1801,乘务员,Attendant
1832,出租车司机,Taxi Driver
1824,地勤人员,Ground Attendant
1830,客运司机,Passenger Driver
1840,代驾,Designated Driver
1835,特种车司机,Special Vehicle Driver
1833,班车司机,Regular Bus Driver
1828,船员,Sailor
1842,站务人员,Station Attendant
1827,船长/副船长,Fleet Captain
1826,列车/地铁司机,Train/Subway Driver
1839,驾校教练,Driving Coach
1823,空乘人员,Flight Attendant
1822,飞机机长/副机长,Flight Captain
1825,列车/地铁车长,Train/Subway Conductor
1843,网约车司机,O2O driver
5019,美容师,Beautician
5001,美容顾问,Beauty Advisor
5016,美容培训师/导师,Beauty Supervisor
5014,专柜彩妆顾问(BA),Cosmetic consultant
5018,美容店长,Beauty Shop Manager
5020,化妆师,Makeup Artist
5006,美甲师,Nail Specialist
5002,美容助理,Beautician Assistant
5017,美体师,Body Shaping Specialist
5005,发型助理/学徒,Hair Stylist Assistant
5004,发型师,Hair Stylist
5013,彩妆培训师,Makeup Trainer
5021,造型师,Image Designer
5003,瘦身顾问,Slimming/Weight Loss Counselor
5022,美发店长,Hair Salon Manager
4803,餐饮服务员,Restaurant Waiter
4906,客房服务员/楼面服务员,Room Service
6510,娱乐服务员,Entertainment Staff
6511,前台迎宾,Entertainment Reception
6509,娱乐领班,Entertainment Foreman
5205,清洁工,Cleaning Staff
5206,家政服务/保姆,Housekeeping/Nanny
5210,育婴师/保育员,Baby Care Specialist
5209,月嫂,Maternity Nanny
5211,护工,Nursing Workers
5212,钟点工,Hourly Worker
5216,家电维修,Home Appliance Repairer
7917,手机维修,Mobile Phone Technician
5203,寻呼员/话务员,Paging Operator
5213,洗衣工,Laundryman
5214,送水工,Water Bearer
5202,保镖,Bodyguard
6401,健身顾问,Fitness Consultant
6407,体育运动教练,Sports Coach
6403,舞蹈老师,Dance Instructor
6404,游泳教练,Swimming Coach
6405,救生员,Lifeguard
6402,瑜伽老师,Yoga Instructor
6406,高尔夫教练,Golf Coach
5007,按摩,Spa/Massage
5023,SPA 技师,Spa Therapist
5024,足疗,Foot Care Therapist
6502,婚礼/庆典策划服务,Wedding/Event Planning
6501,司仪,Event Host
5010,宠物护理/美容,Pet Care
5F01,宠物医生,Pet Doctor
5F02,宠物医生助理,Pet Doctor Assistant
5F03,宠物美容师助理,Pet Care Assistant
5F04,训犬师,Dog Trainer
1831,货运司机,Freight Driver
0814,物流专员/助理,Logistics Specialist/Assistant
0801,物流经理,Logistics Manager
0802,物流主管,Logistics Supervisor
0812,单证员,Documentation Specialist
0837,物流销售,Logistic Sales
0811,报关与报检,Customs Specialist
0810,运输经理/主管,Distribution Manager/Supervisor
0827,物流总监,Logistics Director
0832,海关事务管理,Customs Affairs Management
0809,仓库管理员,Warehouse Specialist
0808,仓库经理/主管,Warehouse Manager
0823,仓储理货员,Warehouse Stock Management
0840,仓库文员,Warehouse Clerk
0829,货运代理,Traffic Agent
0813,快递员,Courier
0815,船务/空运陆运操作,Shipping Specialist
0834,订单处理员,Order Processing
0831,调度员,Dispatcher
0835,安检员,Screeners
0830,集装箱业务,Container Operator
0841,物料专员,Material Assistant
0842,物料主管,Material Manager
0844,供应链专员,Supply Chain Assistant
0843,供应链主管,Supply Chain Supervisor
0825,供应链经理,Supply Chain Manager
0828,供应链总监,Supply Chain Director
0803,物料经理,Materials Manager
0838,分拣员,Sorter
0836,搬运工,Mover
0839,装卸工,Stevedore
3904,采购员,Purchasing Specialist/Staff
3905,采购助理,Purchasing Assistant
3903,采购主管,Purchasing Supervisor
3902,采购经理,Purchasing Manager
3909,供应商开发,Supplier Development
3901,采购总监,Purchasing Director
3908,买手,Buyer
4002,贸易/外贸专员/助理,Trading/Specialist/Assistant
4006,业务跟单,Merchandiser
4001,贸易/外贸经理/主管,Trading/Manager/Supervisor
4009,外贸销售,Foreign Trade Sales
4007,助理业务跟单,Assistant Merchandiser
4003,国内贸易人员,Domestic Trade Specialist
4005,高级业务跟单,Senior Merchandiser
3804,服装/纺织/皮革跟单,Apparels/Textiles/Leather Goods Merchandiser
4004,业务跟单经理,Merchandising Manager
3315,金融产品销售,Financial Product Sales
3304,金融/经济研究员,Financial Analyst/Economist
3312,金融产品经理,Financial Product Manager
3336,金融衍生品,Financial Derivative Instrument
3340,催收,Collection Clerk
2209,风险控制,Risk Management
3326,理财顾问,Financial Advisor
3317,机构业务销售,Institutional Sales
3335,互联网金融,Internet Finance
3321,公司金融顾问,Corporate Financial Advisor
3310,拍卖/担保/典当业务,Auction/Guarantee/Pawn Business
3334,信托,Trust
3403,保险业务经理/主管,Business Manager/Supervisor
3415,保险业务推动/督导,Insurance Promoter
3402,保险产品开发/项目策划,Product Development/Planner
3404,保险经纪人/保险代理,Agent/Broker
3409,保险客户服务/续期管理,Customer Service
3411,保险内勤,Staff
3408,保险理赔,Claim Management
3414,保险电销,Insurance Telesales
3407,保险核保,Underwriting
3410,保险培训师,Insurance Trainer
3401,保险精算师,Actuary
3326,理财顾问,Financial Advisor
3406,储备经理人,Agency Management Associate
3413,契约管理,Policy Management
2207,行长/副行长,President/Vice-President/Branch Manager
2231,银行客户总监,Account Director
2213,高级客户经理/客户经理,Senior Relationship Manager
2226,公司业务客户经理,Corporate Banking Account Manager
2225,公司业务部门经理/主管,Corporate Banking Manager
3321,公司金融顾问,Corporate Financial Advisor
2227,综合业务经理/主管,Integrated Service Manager/Supervisor
2224,个人业务客户经理,Personal Banking Account Manager
2223,个人业务部门经理/主管,Personal Banking Manager/Supervisor
2209,风险控制,Risk Management
2215,信贷管理,Loan/Credit Officer
2222,信用卡销售,Credit Card/E-banking business Develop
2233,理财经理,Financial Manager
2216,银行柜员,Bank Teller
2228,综合业务专员,Integrated Service Officer
2230,营业部大堂经理,Branch Lobby Manager
2208,资产评估/分析,Assets Valuation/Analyst
8308,资产管理,Asset Management
2229,信审核查,Credit Review
2234,小微信贷专员,Small micro credit specialist
2235,客户主管,Customer Supervisor
2236,客户专员,Customer specialist
2211,清算人员,Settlement Officer
2210,进出口/信用证结算,Trading / LC Officer
2212,外汇交易,Foreign Exchange
3315,金融产品销售,Financial Product Sales
3326,理财顾问,Financial Advisor
3317,机构业务销售,Institutional Sales
5916,汽车金融销售,Automotive Finance Sales
3318,营业部总经理/副总经理,General Manager/Deputy General Manager of Sales Department
3301,证券/期货/外汇经纪人,Securities Broker
3303,股票/期货操盘手,Stocks/Futures Operator
3327,证券投资顾问,Securities Investment Consultant
3302,证券分析师,Securities Analyst
3320,证券交易员,Securities Trader
3341,基金经理,Fund Manager
3316,量化研究,Quantitative Research
8310,融资总监,Financial Director
8312,融资经理/融资主管,Financial Manager/Supervisor
8311,融资顾问,Financial Consultant
8313,融资专员,Financial Specialist
8301,投资总监,Investment Director
8302,投资经理,Investment Manager
8303,投资顾问,Investment Advisor
8304,投资银行业务,Investment Banking Specialist
8305,投资者关系,Investor Relations
8306,投后管理,Post-investment Management
8307,投资并购,Mergers and Acquisitions
3301,证券/期货/外汇经纪人,Securities Broker
3303,股票/期货操盘手,Stocks/Futures Operator
3319,期货分析师,Futures Analyst
3316,量化研究,Quantitative Research
5903,汽车销售/经纪人,Automotive Sales Consultant / Brokers
5902,售后服务/客户服务,After-Sales Service/Customer Service
5907,汽车维修,Automotive Repair
5921,汽车服务顾问,Automotive Service Consultant
5913,汽车钣金,Panel Beater
5901,4S店经理/维修站经理,4S Shop Manager / Maintenance Station Manager
5914,汽车喷漆,Vehicle Painter
5904,二手车评估师,Second-Hand Car Appraisers
5906,汽车改装,Automotive Modification
5915,车险定损/理赔,Automotive Insurance Loss Assessment/Claim Management
5912,汽车电工,Automotive Electrician
5905,汽车检验/检测,Auto Inspector
5908,洗车工,Car Washing Staff
5916,汽车金融销售,Automotive Finance Sales
5910,加油站工作员,Gas Station Worker
5917,汽车金融专员,Automotive Finance Specialist
5919,二手车经纪人,Used Car Broker
5918,汽车金融经理,Automotive Finance Manager
5920,汽车救援员,Car Rescuer
0571,汽车/摩托车工程师,Automotive Engineer
7102,汽车设计工程师,Automotive Design Engineer
7106,汽车电子工程师,Automotive Electronics Engineer
7114,新能源电池工程师,New Energy Battery Engineer
7107,电气/电器工程师,Electrical / Electronics Engineer
7101,汽车项目管理,Automotive Project Management
7105,内外饰工程师,Automotive Interior And Exterior Construction Engineer
7104,汽车结构工程师,Automotive Structural Engineer
7111,底盘工程师,Chassis Engineer
7113,汽车试验工程师,Automobile Test Engineer
7116,新能源电机工程师,New Energy Electrical Engineer
7115,新能源电控工程师,New Energy Electronic Control Engineer
7103,车身/造型设计,Car Body / Styling Design
7112,汽车安全性能工程师,Safety Performance Engineer
7121,研发总监/部长/专家,R&D Director / Leader / Expert
7109,动力总成工程师,Powertrain Engineer
7117,汽车标定工程师,Automobile Calibration Engineer
7120,智能驾驶工程师,Intelligent Driving Engineer
7110,发动机工程师,Engine Engineer
7108,附件系统工程师,Accessories System Engineer
7119,车联网工程师,Car Networking Engineer
7124,智能驾驶测试工程师,Driverless Test Engineer
7118,发动机匹配工程师,Engine Matching Engineer
5404,汽车质量工程师,Automotive Quality Management
5424,客户质量工程师,Customer Quality Engineer
5406,汽车装配工艺工程师,Assembly Process Engineer
5426,焊接工艺工程师,Welding Process Engineer
5423,过程质量工程师,Process Quality Engineer
5428,涂装工艺工程师,Painting Process Engineer
5422,前期质量工程师,Preliminary Quality Engineer
5427,冲压工艺工程师,Stamping Process Engineer
5425,总装工程师,Assembly Engineer
7114,新能源电池工程师,New Energy Battery Engineer
7116,新能源电机工程师,New Energy Electrical Engineer
7115,新能源电控工程师,New Energy Electronic Control Engineer
1219,英语老师,English Teacher
1204,讲师/助教,Lecturer/Teaching Assistant
1207,幼教,Preschool Education
1232,高中教师,Senior Middle School Teachers
1211,职业技术教师,Vocational Instructor
1220,数学老师,Math Teacher
1209,小学教师,Grade School Teacher
1221,语文老师,Chinese Teacher
1224,日语老师,Japanese Teacher
1222,物理老师,Physics Teacher
1231,初中教师,Junior Middle School Teachers
1228,美术老师,Art Teacher
1210,兼职老师,Part-time Teacher
1223,化学老师,Chemistry Teacher
1226,音乐老师,Music Teacher
1216,体育老师,Physical Education Instructor
1215,其他外语老师,Other Foreign Language Instructor
1205,家教,Tutor
1208,大学教授,Professor
1225,早教老师,early childhood education
1234,留学考试老师(SAT/TOEFL/IELTS等),Overseas-test trainer
1235,编程老师,Programming Trainer
1233,钢琴老师,Piano Teacher
1218,在线辅导老师,Online Tutor
1341,配班老师,Class matching teacher
1001,科研人员,Research Specialist Staff
1002,科研管理人员,Research Management
8101,课程顾问,Course Consultant
8102,招生老师,Admissions
8104,留学顾问,Overseas-study Consultant
8103,学习规划师,Study Planner
8203,院校教务管理人员,Educational Facility Management
8202,班主任/辅导员,Class teacher
8201,校长,School Principal
8206,教研员,Teaching Researcher
8205,教研组长/主管,Teaching and Research Group
8204,园长,Principal
8207,教师培训/师训,Teacher Training
5702,培训讲师,Trainer
5701,培训督导,Supervision Training
5704,培训助理,Training Assistant
5708,拓展培训,Outreach training
5707,培训产品开发,Training Product Development
5703,培训策划,Training Planning
4815,送餐员,Food Delivery
4816,咖啡师,Barista
4802,餐厅领班,Restaurant Supervisor
4804,礼仪/迎宾,Miss Etiquette
4819,餐饮大堂经理,Restaurant Hall Manager
4817,杂工,Kitchen Porter
4818,餐饮收银员,Restaurant Cashier
4809,茶艺师,Tea Specialist
4808,调酒师/侍酒师/吧台员,Bartender/Sommelier
4825,传菜员,Food Runner
4826,调饮师,Bartender
4811,传菜主管,Dish Head
4824,餐饮预订员,Reservationist
4807,中餐厨师,Chinese Chef
4806,行政主厨/厨师长,Executive Chef
4813,配菜/打荷,Kitchen Assistant
4822,面点师,Baker
4812,厨师助理/学徒,Cooking Assistant
4820,西餐厨师,Western-style Cuisine Cook
4823,西点师,Western-style Pastry Cook
4814,洗碗工,Dish Washing Staff
4821,日式厨师,Japanese Cuisine Cook
4801,餐饮店长/经理,Restaurant Store Manager
4827,食品安全管理师,Food Safety Manager
5501,化工技术应用/化工工程师,Chemical Technical Application/Chemical Engineer
5502,化工实验室研究员/技术员,Chemical Lab Scientist / Technician
5507,食品/饮料研发,Food / Beverage Scientist
5506,化妆品研发,Cosmetics Scientist
5511,有机合成研究员,Organic Synthesis Researcher
5503,涂料研发工程师,R&D Chemist Scientist
5505,塑料工程师,Plastics Engineer
5504,配色技术员,Color Matcher (Technician)
5509,造纸研发,Paper Making Scientist
5510,酒体设计师,Wine Body Designer
5601,环保工程师,Environmental Protection Engineer
5602,水处理工程师,Water Treatment Engineer
5605,环保检测,Environmental Inspector
5604,环境影响评价工程师,Environmental Impact Assessment Engineer
5608,废气处理工程师,Waste Gas Treatment Engineer
5609,生态治理/规划,Ecological Management/ Planning
5606,水质检测员,Water Quality Inspector
5607,固废工程师,Waste Treatment Engineer
5610,碳排放管理员,Carbon Emission Administrator
0583,光伏系统工程师,Photovoltaic System Engineer
0578,石油天然气技术人员,Oil/Gas Technician
0579,矿产勘探/地质勘测工程师,Mineral Exploration / Geological Survey Engineer
0569,电力工程师,Power engineer
0577,水利/水电工程师,Water Conservancy/Hydroelectricity Engineer
4405,主播/主持人,Anchorperson
6512,网络主播,Network Streamer
6514,带货主播,Anchor With Goods
4404,经纪人/星探,Entertainment Agent
6513,主播助理,Streamer Assistant
6504,驻唱/歌手,Singer
6506,模特,Model
6505,舞蹈演员,Dancer
6507,演员/群众演员,Actor/Actress
6107,网店模特,Shop Model
6503,DJ,DJ
4406,摄影师/摄像师,Photographer
4416,视频剪辑,Video Clips
4411,后期制作,Postproduction
4402,导演/编导,Director
4401,影视策划/制作人员,Entertainment/Producer
4408,配音员,Dubbing Specialist
4417,编剧,Screenwriter
4403,艺术/设计总监,Artistic/Design Director
4415,灯光师,Film & Television Lighting
4414,艺术指导/舞台美术设计,Art Director/Stage Art Director
4418,制片人,Producer
4407,音效师,Recording / Sounds Specialist
4413,放映员,Projectionist
4412,放映经理/主管,Projection Manager/Supervisor
4419,直播场控,Live Control
4420,直播中控,Live Central Control
4421,直播助理,Live Assistant
4502,编辑,Editor
4505,排版设计,Layout Designer
4517,作家/撰稿人,Writer
4503,记者,Journalist / Reporter
4507,出版/发行,Publishing/Distribution
4504,美术编辑,Art Editor
4501,总编/副总编,Chief Editor
4516,电话采编,Telephone Reporter
8801,首席产品官CPO,CPO
0703,总裁助理/总经理助理,CEO/GM/President Assistant
0705,总监/部门经理,Director/Department Manager
0702,副总经理/副总裁,Deputy GM/Vice President
0701,首席执行官CEO/总裁,CEO/President/General Manager
0711,董事会秘书,Secretary of the board
0709,办事处/分公司/分支机构经理,Branch Office Manager
0707,首席运营官COO,COO
0444,首席财务官CFO,Chief Financial Officer CFO
2611,首席技术执行官CTO,Chief Technology Officer CTO
0708,办事处首席代表,Chief Representative
2612,首席信息官CIO,Chief Information Officer CIO
9401,首席营销官CMO,CMO
1401,专业顾问,Senior Consultant
1408,猎头/人才中介,Headhunting
1404,咨询员,Consultant/Advisor
1403,咨询经理,Consulting Manager
1411,行业研究员,Industry Researcher
1410,管理咨询师,Management Consultant
1402,咨询总监,Consulting Director / Partner
1406,专业培训师,Professional Trainer
1409,调研员,Research Analyst
1407,情报信息分析人员,Market Intelligence Analyst
2001,英语翻译,English Translator
2002,日语翻译,Japanese Translator
2007,韩语/朝鲜语翻译,Korean Translator
2005,俄语翻译,Russian Translator
2003,德语翻译,German Translator
2006,西班牙语翻译,Spanish Translator
2004,法语翻译,French Translator
2012,泰语翻译,Thai Translator
2011,葡萄牙语翻译,Portuguese Translator
2009,阿拉伯语翻译,Arabic Translator
2013,中国方言翻译,Chinese Dialect Translator
2010,意大利语翻译,Italian Translator
2008,其他语种翻译,Other Language Translator
2014,录入校对员,Input Proofreader
5C02,事务所律师,Firm Lawyer
5C03,诉讼律师,Litigation Lawyer
5C04,民事律师,Civil Lawyer
5C05,专利律师,Patent Lawyer
5C06,知识产权律师,Intellectual Property Lawyer
1103,律师助理,Paralegal
5C01,律师合伙人,litigation Partner
5C07,书记员,Court Clerk
5C08,检察官助理,Assistant Prosecutor
4901,酒店/宾馆经理,Hotel Manager
4905,酒店前台,Reception
4908,清洁服务人员,Housekeeping Staff
4914,管家部经理/主管,Housekeeping Manager
4924,旅游顾问,Travel Consultant
4903,酒店大堂经理,Hall Manager
4915,宾客服务经理,Guest Service Manager
4904,楼面经理,Floor Manager
4912,宴会管理,Banquet Management
4907,行李员,Luggage Clerk
4918,健身房服务,Fitness Center Service
4917,预订员,Reservation Staff
4916,预订主管,Reservation Supervisor
4910,票务,Reservation Service
4924,旅游顾问,Travel Consultant
4920,行程管理/计调,Travel Management
4922,研学项目经理/主管,Research Project Manager
4921,签证专员,Visa Specialist
4913,机场代表,Hotel Airport Representatives
5808,农业技术员,Agrotechnician
5805,饲养员,Animal Care Technician
5804,畜牧师,Animal Husbandry
5803,农艺师,Agronomist
5802,场长(农/林/牧/渔业),Director(Agriculture/Forestry/Fishing)
5806,动物营养/饲料研发,Animal Food R&D
5801,养殖部主管,Culturist
5810,驯兽师/助理驯兽师,Animal Trainer
1315,兽医,Veterinarian
1502,志愿者/社会工作者,Volunteer /Social Worker
1501,公务员,Official
1503,城市管理网格员,Community grid member